source,setup,lat,lon,error_km,pred_country,ok,fallback_00,finish,cost_usd,prompt_tokens,completion_tokens,reasoning_tokens,latency_s,raw_text
GROUND_TRUTH,,-10.421948746147,105.68350982742,0.0,CX,True,,,,,,,,"Flying Fish Cove, None, None, CX"
x-ai/grok-4.3,CoT,3.152,101.712,1572.09,MY,True,,stop,0.0024965,788,739,674,11.67,"{""reasoning"": ""Left-hand traffic (oncoming vehicle on right), tropical dense jungle vegetation, wet asphalt rural road with typical white rectangular signs and small reflective posts indicate Southeast Asia or similar left-driving tropical region."", ""country"": ""MY"", ""latitude"": 3.152, ""longitude"": 101.712}"
moonshotai/kimi-k2.6,CoT,-16.17,145.43,4341.538,AU,True,,stop,0.01327262,834,3158,3753,67.74,"{""reasoning"": ""Left-hand traffic with Australian-style white guide posts and double center lines, combined with dense subtropical rainforest and red laterite soil, strongly indicates Far North Queensland."", ""country"": ""AU"", ""latitude"": -16.17, ""longitude"": 145.43}"
xiaomi/mimo-v2.5,CoT,-16.5,145.5,4351.262,AU,True,,stop,0.0005533976,899,1621,1558,24.55,"{""reasoning"": ""Left-hand traffic and lush tropical vegetation indicate a warm, high-rainfall region like northern Australia, with road signs and markings consistent with Australian standards."", ""country"": ""AU"", ""latitude"": -16.5, ""longitude"": 145.5}"
google/gemini-3.5-flash,CoT (effort=medium),-16.8285,145.6412,4368.758,AU,True,,stop,0.0104925,1307,948,847,14.24,"```json
{""reasoning"": ""The image shows left-hand traffic with double white center lines and a white guide post with a red reflector on the left, characteristic of Australia. The lush, tropical wet-forest vegetation and wet road conditions strongly suggest the wet tropics of Far North Queensland, likely along the Kennedy Highway near Kuranda."", ""country"": ""AU"", ""latitude"": -16.8285, ""longitude"": 145.6412}
```"
xiaomi/mimo-v2.5,no-CoT,-33.75,150.3,5220.953,AU,True,,stop,9.62976e-05,820,28,0,1.3,"{""country"": ""AU"", ""latitude"": -33.75, ""longitude"": 150.30}"
google/gemini-3.5-flash,CoT (effort=low),-26.5258,153.0911,5275.324,AU,True,,stop,0.0048495,1307,321,251,25.24,"{""reasoning"": ""The left-hand driving, double white center lines, white guidepost on the left, and lush subtropical vegetation suggest eastern Australia, likely Queensland or northern New South Wales."", ""country"": ""AU"", ""latitude"": -26.5258, ""longitude"": 153.0911}"
google/gemini-3.5-flash,CoT (effort=high),-34.5715,150.6582,5282.204,AU,True,,stop,0.0373305,1307,3930,3838,34.02,"{""reasoning"": ""The image shows left-hand traffic with double solid white center lines and white roadside posts with red reflectors, characteristic of Australia. The lush, wet subtropical rainforest vegetation and the oncoming car's yellow license plate point to a mountain pass in New South Wales, such as Macquarie Pass."", ""country"": ""AU"", ""latitude"": -34.5715, ""longitude"": 150.6582}"
qwen/qwen3.5-122b-a10b,no-CoT,-33.8688,151.2093,5304.755,AU,True,,stop,0.0002715,585,40,0,7.93,"{
  ""country"": ""AU"",
  ""latitude"": -33.8688,
  ""longitude"": 151.2093
}"
minimax/minimax-m3,CoT,-30.3,153.1,5365.363,AU,True,,stop,0.00085302,997,510,538,17.05,"{""reasoning"": ""Left-hand driving with oncoming traffic on the right, Australian-style white roadside delineator posts, lush subtropical/eucalyptus vegetation, and rural highway markings consistent with the New South Wales mid-north coast."", ""country"": ""AU"", ""latitude"": -30.3, ""longitude"": 153.1}"
