source,setup,lat,lon,error_km,pred_country,ok,fallback_00,finish,cost_usd,prompt_tokens,completion_tokens,reasoning_tokens,latency_s,raw_text
GROUND_TRUTH,,-6.3354741412984,-47.732587983059,0.0,BR,True,,,,,,,,"Porto Franco, Porto Franco, Maranhao, BR"
google/gemini-3.5-flash,CoT (effort=low),-9.8124,-48.3542,392.625,BR,True,,stop,0.004032,1308,230,160,8.9,"{""reasoning"": ""The double yellow center lines, red soil, and Cerrado-like savanna vegetation with scattered trees are highly characteristic of central/northern Brazil, particularly in states like Tocantins."", ""country"": ""BR"", ""latitude"": -9.8124, ""longitude"": -48.3542}"
google/gemini-3.5-flash,CoT (effort=medium),-10.184,-48.334,433.022,BR,True,,stop,0.0055065,1307,394,330,5.01,"{""reasoning"": ""The red soil, cerrado vegetation, and road markings with a yellow center line and dark paved shoulders are highly characteristic of the Tocantins region in Brazil."", ""country"": ""BR"", ""latitude"": -10.184, ""longitude"": -48.334}"
google/gemini-3.5-flash,no-CoT (effort=minimal),-10.2145,-48.3242,436.211,BR,True,,stop,0.0021525,1225,35,0,2.04,"```json
{""country"": ""BR"", ""latitude"": -10.2145, ""longitude"": -48.3242}
```"
google/gemini-3.5-flash,CoT (effort=high),-10.25,-48.35,440.543,BR,True,,stop,0.0081525,1307,688,616,5.93,"{""reasoning"": ""The combination of red soil, Cerrado-style savanna vegetation, and a well-paved road with double yellow center lines strongly indicates the central-northern region of Brazil, likely in Tocantins."", ""country"": ""BR"", ""latitude"": -10.25, ""longitude"": -48.35}"
qwen/qwen3.5-9b,no-CoT,-10.7956,-49.3833,528.096,BR,True,,stop,6.325e-05,586,31,0,9.17,"{""country"": ""BR"", ""latitude"": -10.7956, ""longitude"": -49.3833}"
anthropic/claude-opus-4.8,CoT,-12.5,-49.0,699.407,BR,True,,stop,0.007095,949,94,0,9.32,"{""reasoning"": ""Red lateritic soil, cerrado vegetation, double yellow center line and right-hand driving on a rural highway strongly suggest the Brazilian cerrado interior."", ""country"": ""BR"", ""latitude"": -12.5, ""longitude"": -49.0}"
anthropic/claude-opus-4.8,no-CoT,-12.5,-49.5,712.327,BR,True,,stop,0.00484,818,30,0,2.38,"{""country"": ""BR"", ""latitude"": -12.5, ""longitude"": -49.5}"
xiaomi/mimo-v2.5,CoT,-14.82,-47.93,943.682,BR,True,,stop,0.0001818376,899,294,226,10.83,"{""reasoning"": ""Right-hand traffic, yellow center road lines, tropical Cerrado savanna vegetation with reddish laterite soil match the landscape of central Brazil's Goiás state."", ""country"": ""BR"", ""latitude"": -14.82, ""longitude"": -47.93}"
qwen/qwen3.5-27b,no-CoT,-14.235,-51.9253,990.765,BR,True,,stop,0.0002345,586,44,0,2.8,"```json
{
  ""country"": ""BR"",
  ""latitude"": -14.2350,
  ""longitude"": -51.9253
}
```"
qwen/qwen3.6-27b,no-CoT,-14.235,-51.9253,990.765,BR,True,,stop,0.00026002,585,31,0,28.7,"{""country"": ""BR"", ""latitude"": -14.2350, ""longitude"": -51.9253}"
xiaomi/mimo-v2.5,no-CoT,-15.78,-47.93,1050.404,BR,True,,stop,9.60176e-05,820,27,0,2.52,"{""country"": ""BR"", ""latitude"": -15.78, ""longitude"": -47.93}"
google/gemma-4-31b-it,no-CoT,-15.7801,-47.9292,1050.413,BR,True,,stop,7.096e-05,404,36,0,10.15,"```json
{""country"": ""BR"", ""latitude"": -15.7801, ""longitude"": -47.9292}
```"
moonshotai/kimi-k2.6,CoT,-12.5,-55.0,1051.054,BR,True,,stop,0.010543896,834,3007,2936,147.32,"{""reasoning"": ""Red lateritic soil and scattered-tree tropical savanna match the Brazilian Cerrado biome, while yellow center-line road markings and right-hand traffic rule out left-driving red-soil countries like Australia or South Africa."", ""country"": ""BR"", ""latitude"": -12.5, ""longitude"": -55.0}"
qwen/qwen3.5-397b-a17b,no-CoT,-15.7942,-47.8822,1051.889,BR,True,,stop,0.00043188,585,31,0,8.83,"{""country"": ""BR"", ""latitude"": -15.7942, ""longitude"": -47.8822}"
x-ai/grok-4.3,no-CoT,-15.7942,-47.8825,1051.889,BR,True,,stop,0.0007384,704,24,0,13.46,"{""country"": ""BR"", ""latitude"": -15.7942, ""longitude"": -47.8825}"
mistralai/mistral-medium-3-5,no-CoT,-15.8267,-47.9218,1055.578,BR,True,,stop,0.0014115,786,31,0,1.04,"{""country"": ""BR"", ""latitude"": -15.8267, ""longitude"": -47.9218}"
google/gemini-3.1-pro-preview,no-CoT,-15.5,-50.5,1062.798,BR,True,,stop,0.004202,1225,146,117,3.61,"```json
{""country"": ""BR"", ""latitude"": -15.5, ""longitude"": -50.5}
```"
moonshotai/kimi-k2.6,no-CoT,-13.5,-55.0,1125.785,BR,True,,stop,0.00064215,754,23,0,13.65,"{""country"": ""BR"", ""latitude"": -13.5, ""longitude"": -55.0}"
google/gemini-3.1-pro-preview,CoT,-15.5,-52.5,1144.006,BR,True,,stop,0.005026,1307,201,138,20.03,"{
  ""reasoning"": ""The double yellow center lines, red soil, and savanna-like vegetation (Cerrado) strongly indicate central Brazil."",
  ""country"": ""BR"",
  ""latitude"": -15.5,
  ""longitude"": -52.5
}"
qwen/qwen3.5-122b-a10b,no-CoT,-12.9777,-38.5016,1252.248,BR,True,,stop,0.00021684,586,31,0,6.73,"{""country"": ""BR"", ""latitude"": -12.9777, ""longitude"": -38.5016}"
nicolas-dufour/PLONK_YFCC,PLONK cfg=0.0,-12.243398666381836,-59.05110168457031,1404.511,,True,,plonk,0.0,0,0,0,0.0,
minimax/minimax-m3,no-CoT,-19.5,-48.0,1464.114,BR,True,,stop,0.00023736,904,23,0,4.27,"{""country"": ""BR"", ""latitude"": -19.5, ""longitude"": -48.0}"
nicolas-dufour/PLONK_YFCC,PLONK cfg=1.5,-18.412221908569336,-53.15464401245117,1465.82,,True,,plonk,0.0,0,0,0,0.0,
nicolas-dufour/PLONK_YFCC,PLONK cfg=2.0,-18.421932220458984,-53.15605545043945,1466.865,,True,,plonk,0.0,0,0,0,0.0,
minimax/minimax-m3,CoT,-19.45,-50.85,1496.712,BR,True,,stop,0.00082386,995,489,399,12.47,"{""reasoning"": ""Reddish-orange iron-rich soil on embankment, scattered cerrado-style vegetation with rolling terrain, double yellow center lines on a well-maintained two-lane highway, right-hand traffic, and tropical sky are all highly characteristic of the Brazilian cerrado biome, likely an interior highway in central/western Brazil."", ""country"": ""BR"", ""latitude"": -19.45, ""longitude"": -50.85}"
