source,setup,lat,lon,error_km,pred_country,ok,fallback_00,finish,cost_usd,prompt_tokens,completion_tokens,reasoning_tokens,latency_s,raw_text
GROUND_TRUTH,,17.363617935234,78.158562401383,0.0,IN,True,,,,,,,,"Singapur, Rangareddi, Telangana, IN"
anthropic/claude-opus-4.8,CoT,17.3,78.0,18.257,IN,True,,stop,0.00707,949,93,0,5.43,"{""reasoning"": ""Left-hand traffic, dry scrubland with sparse trees, reddish soil and concrete utility poles typical of rural Indian highways in the Deccan plateau."", ""country"": ""IN"", ""latitude"": 17.3, ""longitude"": 78.0}"
anthropic/claude-opus-4.8,no-CoT,17.385,78.486,34.829,IN,True,,stop,0.00484,818,30,0,8.39,"{""country"": ""IN"", ""latitude"": 17.385, ""longitude"": 78.486}"
x-ai/grok-4.3,no-CoT,17.385,78.486,34.829,IN,True,,stop,0.0007334,704,22,0,7.03,"{""country"": ""IN"", ""latitude"": 17.385, ""longitude"": 78.486}"
qwen/qwen3.6-35b-a3b,no-CoT,17.385044,78.486671,34.901,IN,True,,stop,0.00012275,585,35,0,8.47,"{""country"": ""IN"", ""latitude"": 17.385044, ""longitude"": 78.486671}"
qwen/qwen3.5-35b-a3b,no-CoT,17.385044,78.486688,34.903,IN,True,,stop,0.00012275,585,35,0,1.6,"{""country"": ""IN"", ""latitude"": 17.385044, ""longitude"": 78.486688}"
minimax/minimax-m3,no-CoT,17.385,78.4867,34.904,IN,True,,stop,0.00024252,906,24,0,8.77,"{""country"": ""IN"", ""latitude"": 17.3850, ""longitude"": 78.4867}{""country"": ""IN"", ""latitude"": 17.3850, ""longitude"": 78.4867}"
mistralai/mistral-medium-3-5,no-CoT,17.385,78.4867,34.904,IN,True,,stop,0.0014115,786,31,0,1.9,"{""country"": ""IN"", ""latitude"": 17.3850, ""longitude"": 78.4867}"
moonshotai/kimi-k2.6,no-CoT,17.5,78.5,39.269,IN,True,,stop,0.00030996,755,23,0,8.24,"{""country"": ""IN"", ""latitude"": 17.5, ""longitude"": 78.5}"
moonshotai/kimi-k2.6,CoT,17.2,78.5,40.561,IN,True,,stop,0.006240096,834,1738,1667,81.12,"{""reasoning"": ""Left-hand traffic, striped concrete median barriers, cross-arm utility poles, and dry scrub vegetation on flat reddish soil are all classic markers of a rural Indian national highway on the Deccan Plateau."", ""country"": ""IN"", ""latitude"": 17.2000, ""longitude"": 78.5000}"
qwen/qwen3.5-122b-a10b,no-CoT,17.0126,78.6414,64.453,IN,True,,stop,0.00021684,586,31,0,7.07,"{""country"": ""IN"", ""latitude"": 17.0126, ""longitude"": 78.6414}"
xiaomi/mimo-v2.5,no-CoT,20.5,78.5,350.593,IN,True,,stop,9.54576e-05,820,25,0,0.97,"{""country"": ""IN"", ""latitude"": 20.5, ""longitude"": 78.5}"
qwen/qwen3.5-9b,no-CoT,20.5937,78.9629,368.989,IN,True,,stop,0.0001072,585,31,0,7.68,"{""country"": ""IN"", ""latitude"": 20.5937, ""longitude"": 78.9629}"
x-ai/grok-4.3,CoT,20.85,78.3,387.953,IN,True,,stop,0.0021915,788,617,545,5.4,"{""reasoning"": ""Left-hand traffic road with dashed center lines, concrete edge barriers, utility poles, acacia-like trees, dry red soil and hazy sky are characteristic of Indian national highways. No other country matches this exact combination of visual cues."", ""country"": ""IN"", ""latitude"": 20.85, ""longitude"": 78.3}"
qwen/qwen3.6-27b,no-CoT,21.1458,79.0882,431.728,IN,True,,stop,0.0002279,585,31,0,15.39,"{""country"": ""IN"", ""latitude"": 21.1458, ""longitude"": 79.0882}"
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=0.0,11.506157875061035,77.33006286621094,657.395,,True,,plonk,0.0,0,0,0,0.0,
google/gemma-4-26b-a4b-it,no-CoT,23.2599,77.4126,660.23,IN,True,,stop,6.548e-05,404,58,0,2.04,"Please own the following JSON object:
{""```json
{""country"": ""IN"", ""latitude own"": ""{""country"": ""IN"", ""latitude"": 23.2599, ""longitude"": 77.4126}""}
```"
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=1.5,10.021703720092773,77.78340911865234,817.387,,True,,plonk,0.0,0,0,0,0.0,
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=2.0,9.750326156616211,77.863525390625,847.159,,True,,plonk,0.0,0,0,0,0.0,
minimax/minimax-m3,CoT,22.9,72.5,852.977,IN,True,,stop,0.00075942,997,432,445,13.18,"{""reasoning"": ""Four-lane divided highway with painted concrete jersey barriers, Indian-style concrete power poles, dry deciduous vegetation with scattered trees, and flat semi-arid terrain all point to a rural national highway in western India, likely Gujarat."", ""country"": ""IN"", ""latitude"": 22.9, ""longitude"": 72.5}"
