source,setup,lat,lon,error_km,pred_country,ok,fallback_00,finish,cost_usd,prompt_tokens,completion_tokens,reasoning_tokens,latency_s,raw_text
GROUND_TRUTH,,20.396737828542,56.701415298789,0.0,OM,True,,,,,,,,"Hayma', None, Al Wusta, OM"
x-ai/grok-4.3,CoT,24.386,54.583,494.14,AE,True,,stop,0.002004,676,598,533,6.32,"{""reasoning"": ""Flat, barren sandy desert with no vegetation, hazy blue sky, straight multi-lane asphalt highway with minimal markings and distant power lines match Arabian Peninsula highways; right-side driving implied by road layout."", ""country"": ""AE"", ""latitude"": 24.386, ""longitude"": 54.583}"
nicolas-dufour/PLONK_YFCC,PLONK cfg=2.0,23.585203170776367,50.824378967285156,701.918,,True,,plonk,0.0,0,0,0,0.0,
nicolas-dufour/PLONK_YFCC,PLONK cfg=1.5,23.993009567260742,50.958194732666016,713.673,,True,,plonk,0.0,0,0,0,0.0,
openai/gpt-5.5,no-CoT,25.0681,51.2746,761.099,QA,True,,stop,0.00341,544,23,0,1.35,"{""country"":""QA"",""latitude"":25.0681,""longitude"":51.2746}"
openai/gpt-5.5,CoT,25.3156,51.1132,791.625,QA,True,,stop,0.012855,621,325,248,8.23,"{""reasoning"":""Flat, featureless Gulf desert with right-side driving and wide dark asphalt/graded sandy shoulders strongly suggests Qatar rather than North Africa or Australia. The extremely low relief and barren limestone-sand landscape fit the open highways west of Doha toward Dukhan."",""country"":""QA"",""latitude"":25.3156,""longitude"":51.1132}"
qwen/qwen3.5-397b-a17b,CoT,23.2451,46.7219,1077.43,SA,True,,stop,0.00877475,553,2438,2303,73.84,"{
""reasoning"": ""The white dashed center line combined with right-hand traffic eliminates the US (yellow lines) and left-hand traffic nations, pointing towards the Middle East or Europe. The completely flat, barren, sandy terrain with zero vegetation and intense blue sky is characteristic of the highways in central Saudi Arabia, likely south of Riyadh."",
""country"": ""SA"",
""latitude"": 23.2451,
""longitude"": 46.7219
}"
moonshotai/kimi-k2.6,CoT,24.6,46.8,1118.947,SA,True,,stop,0.011507148,682,3296,3230,175.08,"{""reasoning"": ""Flat, arid desert highway with beige sand, dashed white center line, and featureless terrain under a hazy blue sky is characteristic of Saudi Arabia's vast interior desert road network."", ""country"": ""SA"", ""latitude"": 24.6, ""longitude"": 46.8}"
google/gemma-4-31b-it,no-CoT,24.1234,46.5678,1121.707,SA,True,,stop,6.378e-05,406,36,0,4.19,"```json
{""country"": ""SA"", ""latitude"": 24.1234, ""longitude"": 46.5678}
```"
qwen/qwen3.6-35b-a3b,CoT,24.7136,46.6753,1135.467,SA,True,,stop,0.0043574791,553,4422,4327,15.26,"```json
{
  ""reasoning"": ""The vast, flat, arid desert landscape with light brown sandy soil and a straight paved road is highly characteristic of the Arabian Peninsula, specifically Saudi Arabia. The clear blue sky and lack of vegetation further support this location."",
  ""country"": ""SA"",
  ""latitude"": 24.7136,
  ""longitude"": 46.6753
}
```"
