source,setup,lat,lon,error_km,pred_country,ok,fallback_00,finish,cost_usd,prompt_tokens,completion_tokens,reasoning_tokens,latency_s,raw_text
GROUND_TRUTH,,61.808212669148,50.670811635219,0.0,RU,True,,,,,,,,"Ezhva, None, Komi Republic, RU"
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=2.0,61.70224380493164,51.318382263183594,36.056,,True,,plonk,0.0,0,0,0,0.0,
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=1.5,61.701568603515625,51.34688949584961,37.501,,True,,plonk,0.0,0,0,0,0.0,
anthropic/claude-opus-4.8,CoT,61.25,50.8,62.447,RU,True,,stop,0.00707,949,93,0,3.61,"{""reasoning"": ""Birch trees, dacha-style cottages with painted gables, dirt road, and northern boreal vegetation indicate a Russian dacha settlement in the northern regions."", ""country"": ""RU"", ""latitude"": 61.25, ""longitude"": 50.8}"
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=0.0,61.76668930053711,48.66436004638672,105.569,,True,,plonk,0.0,0,0,0,0.0,
minimax/minimax-m3,no-CoT,58.5,49.5,373.503,RU,True,,stop,0.00026808,904,23,0,3.4,"{""country"": ""RU"", ""latitude"": 58.5, ""longitude"": 49.5}"
google/gemini-3.5-flash,CoT (effort=medium),58.123,56.245,513.589,RU,True,,stop,0.006201,1308,471,407,4.1,"{""reasoning"": ""The blue corrugated metal fence, colorful dacha-style roofs, and prominent birch trees are highly characteristic of a Russian dacha community (SNT)."", ""country"": ""RU"", ""latitude"": 58.123, ""longitude"": 56.245}"
xiaomi/mimo-v2.5,CoT,57.8,56.2,542.055,RU,True,,stop,0.0005721576,899,1688,1596,25.76,"{""reasoning"": ""The image displays a typical Russian rural landscape characterized by birch and spruce trees, concrete utility poles, and houses with steep metal roofs, including one with a vibrant blue fence common in the region. The vehicle model and road infrastructure are consistent with rural areas in the Ural Federal District of Russia."", ""country"": ""RU"", ""latitude"": 57.8, ""longitude"": 56.2}"
qwen/qwen3.5-122b-a10b,no-CoT,64.75,40.55,601.505,RU,True,,stop,0.00022516,586,35,0,5.93,"{
  ""country"": ""RU"",
  ""latitude"": 64.75,
  ""longitude"": 40.55
}"
minimax/minimax-m3,CoT,58.5,40.8,657.493,RU,True,,stop,0.00072222,997,401,377,8.84,"{""reasoning"": ""Bright blue metal (профнастил) fence, wooden izba-style houses with colorful metal roofs, birch tree forest, unpaved rural road with potholes, and wooden utility poles are quintessential features of a rural village in central European Russia."", ""country"": ""RU"", ""latitude"": 58.5, ""longitude"": 40.8}{""reasoning"": ""Bright blue metal (профнастил) fence, wooden izba-style houses with colorful metal roofs, birch tree forest, unpaved rural road with potholes, and wooden utility poles are quintessential features of a rural village in central European Russia."", ""country"": ""RU"", ""latitude"": 58.5, ""longitude"": 40.8}"
x-ai/grok-4.3,CoT,56.25,43.85,730.112,RU,True,,stop,0.002149,788,600,532,8.88,"{""reasoning"": ""Birch-dominated boreal vegetation, colorful metal-roofed wooden houses, blue wooden fence, and unpaved rural road are characteristic of Russian villages; right-hand driving and Cyrillic-style utility infrastructure further confirm location."", ""country"": ""RU"", ""latitude"": 56.25, ""longitude"": 43.85}"
google/gemini-3.1-pro-preview,CoT,57.0,60.0,750.07,RU,True,,stop,0.005446,1307,236,171,4.57,"{
  ""reasoning"": ""The birch trees, dirt road, steep-roofed wooden houses, and blue corrugated metal fence are highly characteristic of rural Russia."",
  ""country"": ""RU"",
  ""latitude"": 57.0,
  ""longitude"": 60.0
}"
x-ai/grok-4.3,no-CoT,56.85,60.55,784.553,RU,True,,stop,0.0007334,704,22,0,7.26,"{""country"": ""RU"", ""latitude"": 56.85, ""longitude"": 60.55}"
openai/gpt-5.5,no-CoT,56.8045,60.4568,784.644,RU,True,,stop,0.00408,678,23,0,8.29,"{""country"":""RU"",""latitude"":56.8045,""longitude"":60.4568}"
xiaomi/mimo-v2.5,no-CoT,56.85,60.6,786.562,RU,True,,stop,9.57376e-05,820,26,0,7.03,"{""country"": ""RU"", ""latitude"": 56.85, ""longitude"": 60.6}"
google/gemini-3.5-flash,CoT (effort=low),56.8519,60.6122,786.894,RU,True,,stop,0.0041835,1307,247,175,9.59,"{""reasoning"": ""The presence of birch trees, colorful corrugated metal roofs (blue and green), and a dirt road in a rural settlement is highly characteristic of a Russian dacha community (SNT)."", ""country"": ""RU"", ""latitude"": 56.8519, ""longitude"": 60.6122}"
qwen/qwen3.6-27b,no-CoT,56.8519,60.6122,786.894,RU,True,,stop,0.00028672,586,31,0,1.18,"{""country"": ""RU"", ""latitude"": 56.8519, ""longitude"": 60.6122}"
qwen/qwen3.5-397b-a17b,no-CoT,56.85,60.61,786.964,RU,True,,stop,0.00041748,585,27,0,15.07,"{""country"": ""RU"", ""latitude"": 56.85, ""longitude"": 60.61}"
google/gemini-3.1-pro-preview,no-CoT,56.8389,60.6057,787.717,RU,True,,stop,0.00287,1225,35,0,3.53,"```json
{""country"": ""RU"", ""latitude"": 56.8389, ""longitude"": 60.6057}
```"
google/gemma-4-31b-it,no-CoT,56.8389,60.6058,787.721,RU,True,,stop,7.096e-05,404,36,0,8.41,"```json
{""country"": ""RU"", ""latitude"": 56.8389, ""longitude"": 60.6058}
```"
moonshotai/kimi-k2.6,no-CoT,56.5,40.5,825.667,RU,True,,stop,0.00075869,755,23,0,1.05,"{""country"": ""RU"", ""latitude"": 56.5, ""longitude"": 40.5}"
nicolas-dufour/PLONK_YFCC,PLONK cfg=2.0,65.05230712890625,35.48293685913086,834.316,,True,,plonk,0.0,0,0,0,0.0,
nicolas-dufour/PLONK_YFCC,PLONK cfg=1.5,65.06306457519531,32.60823059082031,964.152,,True,,plonk,0.0,0,0,0,0.0,
google/gemini-3.5-flash,CoT (effort=high),56.1234,37.8567,966.147,RU,True,,stop,0.008829,1308,763,696,5.29,"{""reasoning"": ""The typical Russian dacha architecture with colorful corrugated metal roofs and fences, combined with the prominent birch and pine trees, indicates a rural or suburban location in Russia."", ""country"": ""RU"", ""latitude"": 56.1234, ""longitude"": 37.8567}"
qwen/qwen3.5-397b-a17b,CoT,56.0521,37.9483,967.958,RU,True,,stop,0.0085698,665,2283,2191,24.93,"{""reasoning"": ""The scene features mature birch trees, unpaved rural roads, raw wooden utility poles, and solid metal fencing, which are highly characteristic of the Russian countryside (likely Moscow Oblast or the Golden Ring region). Vehicles are driving on the right side of the road."", ""country"": ""RU"", ""latitude"": 56.0521, ""longitude"": 37.9483}"
openai/gpt-5.5,CoT,57.1632,65.5341,982.013,RU,True,,stop,0.011785,755,267,182,12.75,"{""reasoning"":""Boreal birch forest, unpaved dacha-style lane, colorful metal roofs/fences, and Russian rural utility-pole/house styles point strongly to a Russian settlement in western Siberia/Urals. The flat terrain and vegetation are consistent with the Tyumen region."",""country"":""RU"",""latitude"":57.1632,""longitude"":65.5341}"
qwen/qwen3.6-35b-a3b,CoT,56.85,35.9,999.43,RU,True,,stop,0.00400375,665,3904,3515,37.97,"```json
{
    ""reasoning"": ""The image features classic signs of rural Russia: unpaved dirt roads, wooden utility poles with cross-arms, corrugated metal fences (proflist) painted blue, and birch trees lining the road. The architecture of the houses with colorful metal roofs and the right-hand traffic (car driving away on the right side) further confirm this location."",
    ""country"": ""RU"",
    ""latitude"": 56.85,
    ""longitude"": 35.90
}
```"
mistralai/mistral-medium-3-5,no-CoT,55.7558,37.6173,1006.116,RU,True,,stop,0.001419,786,32,0,0.94,"{""country"": ""RU"", ""latitude"": 55.7558, ""longitude"": 37.6173}"
qwen/qwen3.5-35b-a3b,no-CoT,55.7558,37.6173,1006.116,RU,True,,stop,0.0001353625,585,31,0,1.66,"{""country"": ""RU"", ""latitude"": 55.7558, ""longitude"": 37.6173}"
qwen/qwen3.6-35b-a3b,no-CoT,55.7558,37.6173,1006.116,RU,True,,stop,0.00011875,585,31,0,1.75,"{""country"": ""RU"", ""latitude"": 55.7558, ""longitude"": 37.6173}"
moonshotai/kimi-k2.6,CoT,55.75,37.5,1011.578,RU,True,,stop,0.011538756,834,3290,3228,73.28,"{""reasoning"": ""Brightly colored metal roofs on small wooden houses, white-barked birch trees, and unpaved rural roads are iconic of Russian dacha settlements in the Moscow region."", ""country"": ""RU"", ""latitude"": 55.75, ""longitude"": 37.5}"
qwen/qwen3.5-27b,no-CoT,59.9343,30.3351,1115.403,RU,True,,stop,0.000162435,585,31,0,1.18,"{""country"": ""RU"", ""latitude"": 59.9343, ""longitude"": 30.3351}"
google/gemini-3.5-flash,no-CoT (effort=minimal),61.254167,73.396111,1199.958,RU,True,,stop,0.00219,1226,39,0,1.77,"```json
{""country"": ""RU"", ""latitude"": 61.254167, ""longitude"": 73.396111}
```"
anthropic/claude-opus-4.8,no-CoT,61.25,73.4,1200.264,RU,True,,stop,0.00484,818,30,0,2.64,"{""country"": ""RU"", ""latitude"": 61.25, ""longitude"": 73.4}"
nicolas-dufour/PLONK_YFCC,PLONK cfg=0.0,64.97566986083984,25.616147994995117,1286.904,,True,,plonk,0.0,0,0,0,0.0,
mistralai/mistral-small-2603,no-CoT,60.1699,24.9384,1390.206,FI,True,,stop,0.000170625,786,31,0,8.11,"{""country"": ""FI"", ""latitude"": 60.1699, ""longitude"": 24.9384}"
mistralai/mistral-small-2603,CoT,59.3,14.8,1954.781,SE,True,,stop,0.0006876,868,929,1005,8.16,"{""reasoning"": ""The dense coniferous forest and iconic blue-roofed house are characteristic of rural Sweden, while the narrow asphalt road with no markings and wooden utility poles confirm a Swedish county road setting."", ""country"": ""SE"", ""latitude"": 59.3, ""longitude"": 14.8}"
qwen/qwen3.5-9b,no-CoT,62.0333,144.2167,4460.684,RU,True,,stop,6.34e-05,586,32,0,4.51,"{""country"": ""RU"", ""latitude"": 62.0333, ""longitude"": 144.2167}"
google/gemma-4-26b-a4b-it,no-CoT,0.0,0.0,8070.281,,True,True,,,,,,13.42,
google/gemma-4-26b-a4b-it,CoT,,,,,False,,,,,,,0.09,
google/gemma-4-31b-it,CoT,,,,,False,,,,,,,0.16,
mistralai/mistral-medium-3-5,CoT,,,,,False,,,,,,,0.21,
qwen/qwen3.6-27b,CoT,,,,,False,,,,,,,1.19,
