source,setup,lat,lon,error_km,pred_country,ok,fallback_00,finish,cost_usd,prompt_tokens,completion_tokens,reasoning_tokens,latency_s,raw_text
GROUND_TRUTH,,62.434830894026,7.8709659115661,0.0,NO,True,,,,,,,,"Andalsnes, Rauma, More og Romsdal, NO"
google/gemini-3.5-flash,no-CoT (effort=minimal),62.4912,7.7284,9.644,NO,True,,stop,0.002091,1190,34,0,1.47,"```json
{""country"": ""NO"", ""latitude"": 62.4912, ""longitude"": 7.7284}
```"
moonshotai/kimi-k2.6,CoT,62.3,7.5,24.306,NO,True,,stop,0.012832,680,3086,3202,96.62,"{""reasoning"": ""Steep glacially scoured rock faces rising directly from a flat valley floor, combined with dense boreal coniferous forest and European-style white road markings, are classic features of a Western Norwegian fjord valley."", ""country"": ""NO"", ""latitude"": 62.3, ""longitude"": 7.5}"
x-ai/grok-4.3,no-CoT,62.35,7.15,38.329,NO,True,,stop,0.0005934,592,22,0,0.81,"{""country"": ""NO"", ""latitude"": 62.35, ""longitude"": 7.15}"
x-ai/grok-4.3,CoT,62.15,7.25,45.097,NO,True,,stop,0.002454,676,778,696,9.26,"{
  ""reasoning"": ""Steep bare-rock cliffs, conifer forest, autumn foliage, right-side driving with EU-style dashed center lines, and metal guardrail all point to western Norway fjord/valley terrain; the single visible diamond-backed sign matches Norwegian road furniture."",
  ""country"": ""NO"",
  ""latitude"": 62.15,
  ""longitude"": 7.25
}"
google/gemma-4-31b-it,no-CoT,62.1015,7.2028,50.685,NO,True,,stop,6.338e-05,406,35,0,4.75,"```json
{""country"": ""NO"", ""latitude"": 62.1015, ""longitude"": 7.2028}
```"
google/gemini-3.1-pro-preview,CoT,62.1,7.1,54.567,NO,True,,stop,0.00499,1271,204,137,4.2,"{
  ""reasoning"": ""The short white dashed edge lines on the road are characteristic of Norway. The steep, rocky mountains and coniferous trees strongly suggest a Norwegian fjord landscape."",
  ""country"": ""NO"",
  ""latitude"": 62.1,
  ""longitude"": 7.1
}"
minimax/minimax-m3,no-CoT,62.1,6.8,66.76,NO,True,,stop,0.00040002,767,190,197,5.71,"{""country"": ""NO"", ""latitude"": 62.1, ""longitude"": 6.8}"
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=1.5,61.840858459472656,6.985644817352295,80.49,,True,,plonk,0.0,0,0,0,0.0,
qwen/qwen3.5-397b-a17b,no-CoT,61.9241,6.7456,81.459,NO,True,,stop,0.00025467,473,30,0,7.93,"{""country"": ""NO"", ""latitude"": 61.9241, ""longitude"": 6.7456}"
openai/gpt-5.5,CoT,61.875,6.855,81.603,NO,True,,stop,0.014385,621,376,294,17.02,"{""reasoning"":""The white edge lines with a yellow centerline indicate Norway, and the steep glaciated rocky mountains with conifer forest and wet green verge are characteristic of western Norwegian fjord valleys. This most likely fits a rural road around the Stryn/Loen area in Vestland."",""country"":""NO"",""latitude"":61.875,""longitude"":6.855}"
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=2.0,61.8250846862793,6.955657005310059,82.827,,True,,plonk,0.0,0,0,0,0.0,
moonshotai/kimi-k2.6,no-CoT,62.0,6.5,85.944,NO,True,,stop,0.000283212,603,23,0,2.1,"{""country"": ""NO"", ""latitude"": 62.0, ""longitude"": 6.5}"
mistralai/mistral-small-2603,no-CoT,62.4736,6.1638,87.891,NO,True,,stop,0.000141375,634,30,0,2.5,"{""country"": ""NO"", ""latitude"": 62.4736, ""longitude"": 6.1638}"
nicolas-dufour/PLONK_YFCC,PLONK cfg=1.5,62.21011734008789,5.6236982345581055,118.723,,True,,plonk,0.0,0,0,0,0.0,
nicolas-dufour/PLONK_YFCC,PLONK cfg=2.0,62.20591735839844,5.614592552185059,119.289,,True,,plonk,0.0,0,0,0,0.0,
openai/gpt-5.5,no-CoT,61.5689,6.4738,120.784,NO,True,,stop,0.00341,544,23,0,7.55,"{""country"":""NO"",""latitude"":61.5689,""longitude"":6.4738}"
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=0.0,61.26694869995117,6.910371780395508,139.293,,True,,plonk,0.0,0,0,0,0.0,
