source,setup,lat,lon,error_km,pred_country,ok,fallback_00,finish,cost_usd,prompt_tokens,completion_tokens,reasoning_tokens,latency_s,raw_text
GROUND_TRUTH,,41.034709133357,-117.72281379541,0.0,US,True,,,,,,,,"Winnemucca, Humboldt County, Nevada, US"
qwen/qwen3.5-397b-a17b,no-CoT,40.7589,-117.4219,39.752,US,True,,stop,0.000303625,585,32,0,3.66,"{""country"": ""US"", ""latitude"": 40.7589, ""longitude"": -117.4219}"
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=2.0,42.085330963134766,-117.19642639160156,124.763,,True,,plonk,0.0,0,0,0,0.0,
google/gemini-3.5-flash,CoT (effort=high),40.0512,-118.4521,125.527,US,True,,stop,0.014373,1308,1379,1283,14.99,"```json
{""reasoning"": ""The arid landscape with sparse desert scrub, distant rugged mountains, and a flat basin/playa to the right, combined with the yellow dashed center line and wide asphalt shoulders, is highly characteristic of the Great Basin Desert in Nevada, USA, specifically along US-95."", ""country"": ""US"", ""latitude"": 40.0512, ""longitude"": -118.4521}
```"
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=1.5,42.10954666137695,-117.22117614746094,126.591,,True,,plonk,0.0,0,0,0,0.0,
google/gemma-4-31b-it,no-CoT,40.6445,-119.395,147.207,US,True,,stop,6.732e-05,404,37,0,11.2,"```json
{""country"": ""US"", ""latitude"": 40.6445, ""longitude"": -119.3950}
```"
qwen/qwen3.6-27b,CoT,39.58,-117.55,162.419,US,True,,stop,0.01760625,665,6410,6314,360.76,"{""reasoning"": ""The road markings (yellow dashed center line, solid white shoulder lines) and right-hand traffic indicate a US highway. The arid landscape with sagebrush and the mountain range to the left (north) while driving east is characteristic of US-50 in Nevada, specifically west of Alamo."", ""country"": ""US"", ""latitude"": 39.58, ""longitude"": -117.55}"
google/gemma-4-26b-a4b-it,CoT,39.5,-117.5,171.696,US,True,,stop,0.00038285,489,827,726,12.58,"{""reasoning"": ""The arid desert landscape, sparse vegetation, and distant mountains are characteristic of the Great Basin region, while the road markings (yellow dashed center line and white shoulder lines) are standard for US highways."", ""country"": ""US"", ""latitude"": 39.5, ""longitude"": -117.5}"
google/gemma-4-31b-it,CoT,39.5,-117.5,171.696,US,True,,stop,0.00024726,489,447,403,23.22,"{""reasoning"": ""The yellow dashed center line and white edge lines, combined with the arid, scrubland landscape and distant mountains, are highly characteristic of the Western United States, specifically Nevada."", ""country"": ""US"", ""latitude"": 39.5, ""longitude"": -117.5}"
moonshotai/kimi-k2.6,CoT,39.5,-117.0,181.335,US,True,,stop,0.0141204,832,3372,3839,127.31,"{""reasoning"": ""Right-hand traffic with a yellow center line and white edge markings is standard in the USA; the arid, flat desert valley with sparse brown scrub and distant mountain ranges matches Nevada's Basin and Range geography."", ""country"": ""US"", ""latitude"": 39.5, ""longitude"": -117.0}"
qwen/qwen3.5-397b-a17b,CoT,39.48,-118.55,186.58,US,True,,stop,0.02482375,665,6988,6849,195.56,"{
""reasoning"": ""The yellow center line (solid with a faded dashed line) and white shoulder markings are standard for two-lane highways in the United States, indicating right-hand traffic. The arid, sagebrush-covered landscape with a distinct mountain range on the left and flat, open terrain on the right is characteristic of US Highway 50 in Nevada, specifically the stretch east of Fallon where the Stillwater Range is to the north (left) and the Carson Sink is to the south (right)."",
""country"": ""US"",
""latitude"": 39.48,
""longitude"": -118.55
}"
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=0.0,42.73912048339844,-117.11597442626953,196.065,,True,,plonk,0.0,0,0,0,0.0,
google/gemini-3.1-pro-preview,CoT,39.5,-116.5,199.71,US,True,,stop,0.00709,1307,373,293,6.26,"{
  ""reasoning"": ""The dashed yellow center line and solid white edge lines indicate North America. The arid, flat landscape with distant barren mountains and a possible salt flat strongly suggests the Great Basin region, likely Nevada or Utah."",
  ""country"": ""US"",
  ""latitude"": 39.5,
  ""longitude"": -116.5
}"
qwen/qwen3.6-35b-a3b,no-CoT,39.35,-114.75,314.379,US,True,,stop,0.00398683285,583,4033,3998,24.81,"{""country"": ""US"", ""latitude"": 39.35, ""longitude"": -114.75}"
google/gemini-3.1-pro-preview,no-CoT,40.7306,-113.9688,317.378,US,True,,stop,0.002882,1225,36,0,29.53,"```json
{""country"": ""US"", ""latitude"": 40.7306, ""longitude"": -113.9688}
```"
