source,setup,lat,lon,error_km,pred_country,ok,fallback_00,finish,cost_usd,prompt_tokens,completion_tokens,reasoning_tokens,latency_s,raw_text
GROUND_TRUTH,,14.160219915612,99.498796747649,0.0,TH,True,,,,,,,,"Kanchanaburi, None, Kanchanaburi, TH"
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=0.0,14.172751426696777,99.41281127929688,9.375,,True,,plonk,0.0,0,0,0,0.0,
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=2.0,14.06492805480957,99.32581329345703,21.454,,True,,plonk,0.0,0,0,0,0.0,
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=1.5,14.064712524414062,99.3258285522461,21.464,,True,,plonk,0.0,0,0,0,0.0,
moonshotai/kimi-k2.6,no-CoT,14.5,100.5,114.29,TH,True,,stop,0.00051219,602,23,0,11.26,"{""country"": ""TH"", ""latitude"": 14.5, ""longitude"": 100.5}"
xiaomi/mimo-v2.5,no-CoT,14.5,100.5,114.29,TH,True,,stop,8.00576e-05,708,26,0,2.73,"{""country"": ""TH"", ""latitude"": 14.5, ""longitude"": 100.5}"
mistralai/mistral-medium-3-5,no-CoT,13.7563,100.5018,117.184,TH,True,,stop,0.001191,634,32,0,7.21,"{""country"": ""TH"", ""latitude"": 13.7563, ""longitude"": 100.5018}"
qwen/qwen3.5-35b-a3b,no-CoT,14.3521,100.5689,117.283,TH,True,,stop,0.00010295,473,32,0,1.87,"{""country"": ""TH"", ""latitude"": 14.3521, ""longitude"": 100.5689}"
xiaomi/mimo-v2.5,CoT,14.72,100.55,129.18,TH,True,,stop,0.0001734376,787,320,241,63.43,"{""reasoning"": ""Vehicles drive on the left side of the road, rural tropical dry-season vegetation, and concrete utility poles are key clues that align with rural Thailand. The landscape matches the dry, open rural highway typical of central Thailand."", ""country"": ""TH"", ""latitude"": 14.72, ""longitude"": 100.55}"
google/gemma-4-31b-it,no-CoT,14.5,101.0,166.086,TH,True,,stop,6.518e-05,406,31,0,2.66,"```json
{""country"": ""TH"", ""latitude"": 14.5, ""longitude"": 101.0}
```"
openai/gpt-5.5,no-CoT,14.6021,100.9937,168.346,TH,True,,stop,0.00341,544,23,0,1.55,"{""country"":""TH"",""latitude"":14.6021,""longitude"":100.9937}"
openai/gpt-5.5,CoT,14.8734,100.9736,177.458,TH,True,,stop,0.014265,621,372,290,9.39,"{""reasoning"":""Left-side driving is indicated by the camera position relative to the centerline and shoulder, and the tropical dry vegetation, concrete utility poles, and road markings are characteristic of rural Thailand. The flat, arid landscape suggests central Thailand rather than the humid south or mountainous north."",""country"":""TH"",""latitude"":14.8734,""longitude"":100.9736}"
