source,setup,lat,lon,error_km,pred_country,ok,fallback_00,finish,cost_usd,prompt_tokens,completion_tokens,reasoning_tokens,latency_s,raw_text
GROUND_TRUTH,,41.783997139331,12.854971295506,0.0,IT,True,,,,,,,,"Colle Spina, Citta metropolitana di Roma Capitale, Latium, IT"
google/gemini-3.5-flash,CoT (effort=high),41.795,12.858,1.249,IT,True,,stop,0.0356205,1307,3740,3648,32.53,"{""reasoning"": ""The kilometer marker on the central barrier reads 'IX' over '580', indicating kilometer 580.9 on the Italian Autostrada A1. This section south of Rome near San Cesareo features three lanes and hilly terrain, matching the lush cuttings and the Fiat vehicle."", ""country"": ""IT"", ""latitude"": 41.795, ""longitude"": 12.858}"
google/gemini-3.5-flash,CoT (effort=medium),41.795,12.85,1.291,IT,True,,stop,0.0175845,1307,1736,1650,18.36,"{""reasoning"": ""The vehicle models (including a Fiat 500L), European license plates, and the specific style of the Autostrada kilometer marker ('A1 580') on the central concrete barrier place this on the A1 highway south of Rome, Italy."", ""country"": ""IT"", ""latitude"": 41.795, ""longitude"": 12.85}"
google/gemini-3.1-pro-preview,CoT,41.8215,12.6543,17.148,IT,True,,stop,0.008136,1308,460,367,12.18,"{
  ""reasoning"": ""The European license plates with blue bands on both sides, the Fiat 500, and the specific style of the concrete barrier and kilometer marker strongly indicate an Italian Autostrada. The lush, hilly terrain suggests central or northern Italy."",
  ""country"": ""IT"",
  ""latitude"": 41.8215,
  ""longitude"": 12.6543
}"
google/gemini-3.5-flash,no-CoT (effort=minimal),41.9835,12.6124,29.923,IT,True,,stop,0.002154,1226,35,0,7.79,"```json
{""country"": ""IT"", ""latitude"": 41.9835, ""longitude"": 12.6124}
```"
google/gemini-3.1-pro-preview,no-CoT,41.8902,12.4922,32.291,IT,True,,stop,0.002872,1226,35,0,8.16,"```json
{""country"": ""IT"", ""latitude"": 41.8902, ""longitude"": 12.4922}
```"
qwen/qwen3.5-397b-a17b,no-CoT,41.8902,12.4922,32.291,IT,True,,stop,0.00043188,585,31,0,9.17,"{""country"": ""IT"", ""latitude"": 41.8902, ""longitude"": 12.4922}"
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=0.0,42.11592102050781,12.77782154083252,37.456,,True,,plonk,0.0,0,0,0,0.0,
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=2.0,42.149261474609375,12.829344749450684,40.671,,True,,plonk,0.0,0,0,0,0.0,
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=1.5,42.1634407043457,12.810684204101562,42.351,,True,,plonk,0.0,0,0,0,0.0,
openai/gpt-5.5,CoT,42.2245,12.5482,55.152,IT,True,,stop,0.036715,755,1098,1012,24.58,"{""reasoning"":""Green motorway direction signs, EU-style white plates, right-hand traffic, and the white/black Italian roadside delineators point strongly to an Italian autostrada. The lush hilly cuttings and apparent km marker fit the A1 north of Rome around the Sabina/Soratte area."",""country"":""IT"",""latitude"":42.2245,""longitude"":12.5482}"
google/gemini-3.5-flash,CoT (effort=low),42.6125,12.2358,105.301,IT,True,,stop,0.005292,1308,370,284,3.6,"{""reasoning"": ""The vehicle models (specifically the Fiat 500X), European license plates with double blue bands, concrete central barrier with typical Italian autostrada kilometer signage, and lush hilly terrain indicate a highway in Italy, likely the A1 Autostrada."", ""country"": ""IT"", ""latitude"": 42.6125, ""longitude"": 12.2358}"
moonshotai/kimi-k2.6,CoT,42.7,12.1,119.317,IT,True,,stop,0.014060376,834,4030,3968,217.63,"{""reasoning"": ""A Fiat 500 driving on the right in a motorway cutting with green directional signage, concrete barriers, and Mediterranean vegetation is unmistakably an Italian autostrada."", ""country"": ""IT"", ""latitude"": 42.7, ""longitude"": 12.1}"
moonshotai/kimi-k2.6,no-CoT,43.8,11.2,261.688,IT,True,,stop,0.00064215,754,23,0,3.86,"{""country"": ""IT"", ""latitude"": 43.8, ""longitude"": 11.2}"
anthropic/claude-opus-4.8,CoT,45.76,4.84,780.175,FR,True,,stop,0.006895,949,86,0,3.09,"{""reasoning"": ""European highway with right-hand traffic, Fiat 500X, lush green cuttings and overcast summer sky suggesting France/Northern Italy."", ""country"": ""FR"", ""latitude"": 45.76, ""longitude"": 4.84}"
