source,setup,lat,lon,error_km,pred_country,ok,fallback_00,finish,cost_usd,prompt_tokens,completion_tokens,reasoning_tokens,latency_s,raw_text
GROUND_TRUTH,,38.05946184367,-100.5252034785,0.0,US,True,,,,,,,,"Cimarron, Gray County, Kansas, US"
anthropic/claude-opus-4.8,CoT,38.5,-100.5,49.035,US,True,,stop,0.006085,797,84,0,3.08,"{""reasoning"": ""Flat dry plains with stubble fields, two-lane highway with yellow center line and white edge line, right-side driving—classic US Great Plains."", ""country"": ""US"", ""latitude"": 38.5, ""longitude"": -100.5}"
anthropic/claude-opus-4.8,no-CoT,38.5,-100.3,52.783,US,True,,stop,0.004055,666,29,0,2.17,"{""country"": ""US"", ""latitude"": 38.5, ""longitude"": -100.3}"
minimax/minimax-m3,CoT,37.5,-100.5,62.249,US,True,,stop,0.00070746,843,430,350,19.63,"{""reasoning"": ""Extremely flat treeless prairie with golden grass, US-style highway with yellow center line and white fog line driving on right, and power poles visible suggest the Great Plains of the United States, most likely western Kansas or the Texas/Oklahoma Panhandle."", ""country"": ""US"", ""latitude"": 37.5, ""longitude"": -100.5}"
minimax/minimax-m3,no-CoT,38.5,-101.0,64.165,US,True,,stop,0.00019452,754,22,0,2.49,"{""country"": ""US"", ""latitude"": 38.5, ""longitude"": -101.0}{""country"": ""US"", ""latitude"": 38.5, ""longitude"": -101.0}"
xiaomi/mimo-v2.5,no-CoT,38.5,-99.5,102.017,US,True,,stop,7.97776e-05,708,25,0,3.32,"{""country"": ""US"", ""latitude"": 38.5, ""longitude"": -99.5}"
google/gemini-3.1-pro-preview,CoT,39.0,-100.5,104.606,US,True,,stop,0.00523,1271,224,147,4.53,"{
  ""reasoning"": ""The dashed yellow center line and solid white edge lines are characteristic of North American roads. The extremely flat terrain and dry, golden vegetation strongly suggest the Great Plains region of the United States."",
  ""country"": ""US"",
  ""latitude"": 39.0,
  ""longitude"": -100.5
}"
openai/gpt-5.5,no-CoT,39.1023,-100.3568,116.879,US,True,,stop,0.00344,544,24,0,2.39,"{""country"":""US"",""latitude"":39.1023,""longitude"":-100.3568}"
moonshotai/kimi-k2.6,CoT,39.2,-100.8,129.049,US,True,,stop,0.006914628,682,1950,1880,51.27,"{""reasoning"": ""The yellow dashed center line and white edge lines are standard US road markings, while the absolute flatness, winter wheat stubble, and absence of trees match the High Plains of western Kansas or eastern Colorado."", ""country"": ""US"", ""latitude"": 39.2, ""longitude"": -100.8}"
qwen/qwen3.5-397b-a17b,CoT,38.5,-99.0,141.855,US,True,,stop,0.00995265,553,3249,1,105.25,"{
""reasoning"": ""The image displays a straight, two-lane asphalt road with a yellow center line and solid white shoulder line, indicating right-hand traffic typical of North America. The extremely flat, treeless terrain with dry, golden grass is characteristic of the Great Plains region in the United States, specifically Kansas or Nebraska."",
""country"": ""US"",
""latitude"": 38.5,
""longitude"": -99.0
}"
