source,setup,lat,lon,error_km,pred_country,ok,fallback_00,finish,cost_usd,prompt_tokens,completion_tokens,reasoning_tokens,latency_s,raw_text
GROUND_TRUTH,,43.836216585887,-101.65726487606,0.0,US,True,,,,,,,,"Kadoka, Jackson County, South Dakota, US"
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=2.0,43.71464920043945,-101.6879653930664,13.741,,True,,plonk,0.0,0,0,0,0.0,
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=1.5,43.71098327636719,-101.66675567626953,13.946,,True,,plonk,0.0,0,0,0,0.0,
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=0.0,43.05705642700195,-101.47686767578125,87.854,,True,,plonk,0.0,0,0,0,0.0,
google/gemini-3.5-flash,CoT (effort=high),43.8115,-100.0112,132.08,US,True,,stop,0.007722,1272,646,574,4.51,"{""reasoning"": ""The flat, grassy plains, wide divided highway with shoulder rumble strips, and distant RV strongly indicate a US Interstate in the Great Plains, likely I-90 in South Dakota."", ""country"": ""US"", ""latitude"": 43.8115, ""longitude"": -100.0112}"
google/gemini-3.5-flash,CoT (effort=medium),43.8012,-99.8541,144.719,US,True,,stop,0.0050025,1271,344,267,3.38,"{""reasoning"": ""The extremely flat, grassy plains combined with a wide interstate highway featuring right-side rumble strips and a white dashed lane divider are highly characteristic of the US Great Plains, specifically Interstate 90 in South Dakota."", ""country"": ""US"", ""latitude"": 43.8012, ""longitude"": -99.8541}"
google/gemini-3.1-pro-preview,CoT,43.75,-99.35,185.435,US,True,,stop,0.005712,1272,264,183,4.51,"{
  ""reasoning"": ""The wide, flat divided highway with rumble strips and expansive green plains is highly characteristic of the US Great Plains. The road markings and landscape suggest an Interstate highway in a state like South Dakota or Nebraska."",
  ""country"": ""US"",
  ""latitude"": 43.75,
  ""longitude"": -99.35
}"
google/gemini-3.5-flash,no-CoT (effort=minimal),43.7845,-99.3281,186.979,US,True,,stop,0.0020985,1189,35,0,23.83,"```json
{""country"": ""US"", ""latitude"": 43.7845, ""longitude"": -99.3281}
```"
google/gemini-3.1-pro-preview,no-CoT,43.8561,-99.3218,187.297,US,True,,stop,0.002798,1189,35,0,29.08,"```json
{""country"": ""US"", ""latitude"": 43.8561, ""longitude"": -99.3218}
```"
google/gemma-4-31b-it,no-CoT,41.25,-102.5,295.741,US,True,,stop,6.218e-05,406,32,0,10.87,"```json
{""country"": ""US"", ""latitude"": 41.25, ""longitude"": -102.5}
```"
anthropic/claude-opus-4.8,no-CoT,46.8,-100.5,341.743,US,True,,stop,0.004055,666,29,0,2.65,"{""country"": ""US"", ""latitude"": 46.8, ""longitude"": -100.5}"
anthropic/claude-opus-4.8,CoT,46.9,-100.5,352.457,US,True,,stop,0.00641,797,97,0,10.09,"{""reasoning"": ""Flat green prairie with divided highway, rumble strips, right-side driving suggests US/Canada Great Plains; vegetation and terrain match North Dakota/Montana interstate."", ""country"": ""US"", ""latitude"": 46.9, ""longitude"": -100.5}"
