source,setup,lat,lon,error_km,pred_country,ok,fallback_00,finish,cost_usd,prompt_tokens,completion_tokens,reasoning_tokens,latency_s,raw_text
GROUND_TRUTH,,-10.247546075762,-48.333422317075,0.0,BR,True,,,,,,,,"Palmas, Palmas, Tocantins, BR"
google/gemini-3.5-flash,CoT (effort=low),-15.7934,-47.8822,618.604,BR,True,,stop,0.0038415,1271,215,152,3.21,"{""reasoning"": ""The wide, multi-lane avenue with distinct curved streetlights, flat terrain, and lush green vegetation is highly characteristic of Brasília, Brazil."", ""country"": ""BR"", ""latitude"": -15.7934, ""longitude"": -47.8822}"
google/gemini-3.1-pro-preview,CoT,-15.793889,-47.882778,618.653,BR,True,,stop,0.005388,1272,237,154,4.43,"{
  ""reasoning"": ""The distinctive curved streetlights with a small spike on top, combined with the wide, multi-lane road and lush green surroundings, are highly characteristic of Brasília, Brazil."",
  ""country"": ""BR"",
  ""latitude"": -15.793889,
  ""longitude"": -47.882778
}"
anthropic/claude-opus-4.8,no-CoT,-15.794,-47.882,618.672,BR,True,,stop,0.00408,666,30,0,8.28,"{""country"": ""BR"", ""latitude"": -15.794, ""longitude"": -47.882}"
google/gemini-3.1-pro-preview,no-CoT,-15.7942,-47.8822,618.692,BR,True,,stop,0.0028,1190,35,0,8.31,"```json
{""country"": ""BR"", ""latitude"": -15.7942, ""longitude"": -47.8822}
```"
qwen/qwen3.5-397b-a17b,no-CoT,-15.7942,-47.8822,618.692,BR,True,,stop,0.00036468,473,31,0,9.14,"{""country"": ""BR"", ""latitude"": -15.7942, ""longitude"": -47.8822}"
google/gemini-3.5-flash,no-CoT (effort=minimal),-15.7975,-47.8919,618.976,BR,True,,stop,0.0021,1190,35,0,7.35,"```json
{""country"": ""BR"", ""latitude"": -15.7975, ""longitude"": -47.8919}
```"
google/gemini-3.5-flash,CoT (effort=medium),-15.8084,-47.8892,620.207,BR,True,,stop,0.0077655,1271,651,584,6.2,"{""reasoning"": ""The wide multi-lane road with white-painted curbs, lush tropical vegetation, and distinctive curved streetlights with vertical spikes is highly characteristic of Brasília, Brazil."", ""country"": ""BR"", ""latitude"": -15.8084, ""longitude"": -47.8892}"
google/gemini-3.5-flash,CoT (effort=high),-15.8185,-47.8872,621.343,BR,True,,stop,0.0161895,1271,1587,1515,18.47,"{""reasoning"": ""The distinctive curved streetlights with vertical tips, wide tree-lined avenue, and white-painted curbs are highly characteristic of Brasília, Brazil, specifically along major routes like L4 Sul."", ""country"": ""BR"", ""latitude"": -15.8185, ""longitude"": -47.8872}"
qwen/qwen3.6-27b,no-CoT,-23.5505,-46.6333,1490.176,BR,True,,stop,0.0002548,474,31,0,24.38,"{""country"": ""BR"", ""latitude"": -23.5505, ""longitude"": -46.6333}"
qwen/qwen3.5-27b,no-CoT,-23.55052,-46.633308,1490.178,BR,True,,stop,0.0002125,474,47,0,10.36,"```json
{
  ""country"": ""BR"",
  ""latitude"": -23.55052,
  ""longitude"": -46.633308
}
```"
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=0.0,-29.558073043823242,-58.01371765136719,2370.889,,True,,plonk,0.0,0,0,0,0.0,
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=2.0,-33.389076232910156,-59.74124526977539,2824.804,,True,,plonk,0.0,0,0,0,0.0,
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=1.5,-33.43645477294922,-59.84473419189453,2833.866,,True,,plonk,0.0,0,0,0,0.0,
google/gemma-4-26b-a4b-it,no-CoT,0.0,0.0,5464.311,,True,True,,,,,,1.2,
qwen/qwen3.6-35b-a3b,CoT,33.6407,-84.4277,6194.239,US,True,,stop,0.0045312241,553,4602,4474,27.84,"```json
{
  ""reasoning"": ""The yellow diamond-shaped warning sign on the left and the white dashed lane markings indicate right-hand traffic in North America, likely the US. The dense, mature deciduous trees (resembling Southern Live Oaks) and the wide, tree-lined parkway-style road suggest a location in the Southeastern United States, possibly near a large facility like an airport or university."",
  ""country"": ""US"",
  ""latitude"": 33.6407,
  ""longitude"": -84.4277
}
```"
moonshotai/kimi-k2.6,CoT,38.892,-77.035,6219.841,US,True,,stop,0.008133948,682,2313,2244,213.78,"{""reasoning"": ""Yellow diamond warning sign and white lane markings are distinctly North American; wide arterial road with mast-arm streetlights and mature temperate deciduous vegetation matches U.S. Mid-Atlantic suburban or parkway design."", ""country"": ""US"", ""latitude"": 38.892, ""longitude"": -77.035}"
qwen/qwen3.5-122b-a10b,no-CoT,38.8951,-77.0364,6220.193,US,True,,stop,0.00018746,473,31,0,3.39,"{""country"": ""US"", ""latitude"": 38.8951, ""longitude"": -77.0364}"
qwen/qwen3.5-35b-a3b,no-CoT,38.8977,-77.0365,6220.435,US,True,,stop,0.00010195,473,31,0,7.92,"{""country"": ""US"", ""latitude"": 38.8977, ""longitude"": -77.0365}"
moonshotai/kimi-k2.6,no-CoT,38.9072,-77.0369,6221.323,US,True,,stop,0.00051939,602,25,0,9.18,"{""country"": ""US"", ""latitude"": 38.9072, ""longitude"": -77.0369}"
qwen/qwen3.6-35b-a3b,no-CoT,38.9072,-77.0369,6221.323,US,True,,stop,0.000157,473,31,0,0.6,"{""country"": ""US"", ""latitude"": 38.9072, ""longitude"": -77.0369}"
x-ai/grok-4.3,CoT,38.85,-77.25,6226.661,US,True,,stop,0.002269,676,704,635,13.34,"{""reasoning"": ""Yellow diamond warning sign indicates US-style MUTCD markings; right-hand white edge line + multi-lane divided asphalt road with European-style single-arm streetlights and deciduous tree canopy points to eastern US suburban/rural highway."", ""country"": ""US"", ""latitude"": 38.85, ""longitude"": -77.25}"
qwen/qwen3.5-9b,no-CoT,42.3601,-71.0589,6291.047,US,True,,stop,5.205e-05,474,31,0,17.28,"{""country"": ""US"", ""latitude"": 42.3601, ""longitude"": -71.0589}"
xiaomi/mimo-v2.5,no-CoT,30.0,-90.0,6315.036,US,True,,stop,7.97776e-05,708,25,0,1.19,"{""country"": ""US"", ""latitude"": 30.0, ""longitude"": -90.0}"
x-ai/grok-4.3,no-CoT,39.7817,-86.1425,6791.464,US,True,,stop,0.0005984,592,24,0,0.76,"{""country"": ""US"", ""latitude"": 39.7817, ""longitude"": -86.1425}"
