source,setup,lat,lon,error_km,pred_country,ok,fallback_00,finish,cost_usd,prompt_tokens,completion_tokens,reasoning_tokens,latency_s,raw_text
GROUND_TRUTH,,37.176590426487,50.184820638949,0.0,IR,True,,,,,,,,"Langarud, None, Gilan, IR"
google/gemini-3.5-flash,CoT (effort=low),37.2245,50.0021,17.038,IR,True,,stop,0.003528,1272,180,108,3.56,"{""reasoning"": ""The architecture of the villas on the left, the humid overcast climate, and the specific style of streetlights and concrete median barriers are highly characteristic of the Caspian Sea coast in northern Iran."", ""country"": ""IR"", ""latitude"": 37.2245, ""longitude"": 50.0021}"
google/gemini-3.5-flash,no-CoT (effort=minimal),37.2154,49.9872,18.028,IR,True,,stop,0.0020985,1189,35,0,1.92,"```json
{""country"": ""IR"", ""latitude"": 37.2154, ""longitude"": 49.9872}
```"
google/gemini-3.5-flash,CoT (effort=medium),37.2625,50.0042,18.629,IR,True,,stop,0.0052995,1271,377,303,10.45,"{""reasoning"": ""The humid, overcast climate, distinctive architecture with pitched roofs, and concrete median barriers are highly characteristic of the Caspian Sea coast in northern Iran, specifically along Road 22 in Gilan Province."", ""country"": ""IR"", ""latitude"": 37.2625, ""longitude"": 50.0042}"
google/gemini-3.1-pro-preview,no-CoT,37.2808,49.5928,53.681,IR,True,,stop,0.0028,1190,35,0,2.61,"```json
{""country"": ""IR"", ""latitude"": 37.2808, ""longitude"": 49.5928}
```"
moonshotai/kimi-k2.6,no-CoT,37.28,49.5833,54.484,IR,True,,stop,0.000293292,603,25,0,5.39,"{""country"": ""IR"", ""latitude"": 37.2800, ""longitude"": 49.5833}"
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=2.0,36.898475646972656,50.7905158996582,62.021,,True,,plonk,0.0,0,0,0,0.0,
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=1.5,36.88528060913086,50.81122970581055,64.352,,True,,plonk,0.0,0,0,0,0.0,
google/gemini-3.5-flash,CoT (effort=high),36.816,50.873,73.095,IR,True,,stop,0.0078465,1271,660,592,11.43,"{""reasoning"": ""The humid, overcast climate, distinctive 'Roman facade' architecture on the left, and typical streetlights and concrete utility poles are characteristic of the Caspian Sea coast in northern Iran."", ""country"": ""IR"", ""latitude"": 36.816, ""longitude"": 50.873}"
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=0.0,36.74771499633789,50.94035720825195,82.343,,True,,plonk,0.0,0,0,0,0.0,
google/gemini-3.1-pro-preview,CoT,36.6833,51.3167,114.588,IR,True,,stop,0.005784,1272,270,195,10.92,"{
  ""reasoning"": ""The distinct curved double-arm streetlights, concrete median, and building styles with pitched roofs are characteristic of the Caspian Sea coastal region in northern Iran."",
  ""country"": ""IR"",
  ""latitude"": 36.6833,
  ""longitude"": 51.3167
}"
moonshotai/kimi-k2.6,CoT,36.5,52.2,194.472,IR,True,,stop,0.014436855,681,3888,4399,34.7,"{""reasoning"": ""The flat-roofed residential architecture with decorative parapets, Iranian-style dual-arm streetlights, and divided highway on an overcast day are characteristic of northern Iran's Mazandaran province."", ""country"": ""IR"", ""latitude"": 36.5, ""longitude"": 52.2}"
google/gemma-4-31b-it,no-CoT,35.6892,51.389,197.377,IR,True,,stop,6.378e-05,406,36,0,7.47,"```json
{""country"": ""IR"", ""latitude"": 35.6892, ""longitude"": 51.3890}
```"
x-ai/grok-4.3,no-CoT,41.723,44.792,685.253,GE,True,,stop,0.0005934,592,22,0,0.98,"{""country"": ""GE"", ""latitude"": 41.723, ""longitude"": 44.792}"
openai/gpt-5.5,CoT,34.5436,69.2075,1736.041,AF,True,,stop,0.019995,621,563,470,41.59,"{""reasoning"":""Right-hand traffic on a divided urban road rules out most of South Asia, while the dusty concrete shopfronts, unfinished rebar buildings, hazy arid climate, and Persian/Pashto-style signage feel characteristic of Kabul. The wide arterial with median streetlights matches Kabul outskirts rather than greener or wealthier neighboring countries."",""country"":""AF"",""latitude"":34.5436,""longitude"":69.2075}"
minimax/minimax-m3,no-CoT,40.765,29.94,1790.716,TR,True,,stop,0.00022248,752,23,0,5.44,"{""country"": ""TR"", ""latitude"": 40.765, ""longitude"": 29.940}"
minimax/minimax-m3,CoT,40.15,28.45,1910.862,TR,True,,stop,0.00076746,843,480,386,14.03,"{""reasoning"": ""The flat-roofed concrete buildings, Turkish-style street lamps, yellow diamond traffic sign, white license plates, right-hand traffic, and semi-arid vegetation all point to a suburban area in western Turkey, likely in the Marmara region. The wide divided highway and modest commercial-residential development suggest a smaller city outskirts."", ""country"": ""TR"", ""latitude"": 40.15, ""longitude"": 28.45}"
mistralai/mistral-small-2603,no-CoT,55.7558,37.6173,2270.944,RU,True,,stop,0.000142875,634,32,0,3.23,"{""country"": ""RU"", ""latitude"": 55.7558, ""longitude"": 37.6173}"
nicolas-dufour/PLONK_YFCC,PLONK cfg=2.0,31.334880828857422,75.52037811279297,2409.205,,True,,plonk,0.0,0,0,0,0.0,
nicolas-dufour/PLONK_YFCC,PLONK cfg=1.5,31.330223083496094,75.53046417236328,2410.288,,True,,plonk,0.0,0,0,0,0.0,
