source,setup,lat,lon,error_km,pred_country,ok,fallback_00,finish,cost_usd,prompt_tokens,completion_tokens,reasoning_tokens,latency_s,raw_text
GROUND_TRUTH,,-27.034044117992,27.557170340685,0.0,ZA,True,,,,,,,,"Parys, Fezile Dabi District Municipality, Orange Free State, ZA"
google/gemini-3.5-flash,no-CoT (effort=minimal),-26.8125,27.8311,36.666,ZA,True,,stop,0.0021525,1225,35,0,1.86,"```json
{""country"": ""ZA"", ""latitude"": -26.8125, ""longitude"": 27.8311}
```"
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=0.0,-26.725025177001953,27.81972312927246,43.114,,True,,plonk,0.0,0,0,0,0.0,
anthropic/claude-opus-4.8,CoT,-26.5,27.8,64.09,ZA,True,,stop,0.00692,949,87,0,10.28,"{""reasoning"": ""Flat dry grassland highveld with broad paved highway and yellow edge lines, driving on left under stormy skies suggests South African interior plateau."", ""country"": ""ZA"", ""latitude"": -26.5, ""longitude"": 27.8}"
anthropic/claude-opus-4.8,no-CoT,-26.5,27.8,64.09,ZA,True,,stop,0.004865,818,31,0,3.45,"{""country"": ""ZA"", ""latitude"": -26.5, ""longitude"": 27.8}"
google/gemini-3.5-flash,CoT (effort=medium),-27.65,27.23,75.732,ZA,True,,stop,0.0129135,1307,1217,1133,10.72,"```json
{""reasoning"": ""The left-hand traffic with a yellow outer shoulder line and white inner median line, combined with the flat, grassy Highveld landscape under a stormy sky, points to a major highway like the N1 in the Free State, South Africa."", ""country"": ""ZA"", ""latitude"": -27.65, ""longitude"": 27.23}
```"
moonshotai/kimi-k2.6,no-CoT,-26.2041,28.0473,104.358,ZA,True,,stop,0.0003411,755,25,0,1.44,"{""country"": ""ZA"", ""latitude"": -26.2041, ""longitude"": 28.0473}"
google/gemini-3.1-pro-preview,no-CoT,-26.1586,28.1245,112.507,ZA,True,,stop,0.00287,1225,35,0,9.27,"```json
{""country"": ""ZA"", ""latitude"": -26.1586, ""longitude"": 28.1245}
```"
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=2.0,-28.271093368530273,26.745880126953125,159.078,,True,,plonk,0.0,0,0,0,0.0,
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=1.5,-28.284881591796875,26.732452392578125,161.065,,True,,plonk,0.0,0,0,0,0.0,
