source,setup,lat,lon,error_km,pred_country,ok,fallback_00,finish,cost_usd,prompt_tokens,completion_tokens,reasoning_tokens,latency_s,raw_text
GROUND_TRUTH,,55.743212493776,42.434139510653,0.0,RU,True,,,,,,,,"Savasleyka, None, Nizjnij Novgorod, RU"
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=2.0,55.75028991699219,42.8504524230957,26.067,,True,,plonk,0.0,0,0,0,0.0,
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=1.5,55.798892974853516,43.010990142822266,36.608,,True,,plonk,0.0,0,0,0,0.0,
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=0.0,56.83600997924805,41.124732971191406,145.923,,True,,plonk,0.0,0,0,0,0.0,
google/gemini-3.1-pro-preview,no-CoT,58.0,40.0,291.253,RU,True,,stop,0.002798,1225,29,0,17.36,"```json
{""country"": ""RU"", ""latitude"": 58.0, ""longitude"": 40.0}
```"
qwen/qwen3.5-397b-a17b,CoT,55.7558,37.6173,301.389,RU,True,,stop,0.0094842,665,2537,2435,20.27,"{""reasoning"": ""The blue vehicle is a Lada Kalina, a car model ubiquitous in Russia, driving on the right side of the road (oncoming traffic on the left). The surrounding environment is a dense, snowy mixed forest of birch and pine trees, which is characteristic of the Russian taiga and central European Russian landscape."", ""country"": ""RU"", ""latitude"": 55.7558, ""longitude"": 37.6173}"
anthropic/claude-opus-4.8,no-CoT,58.5,38.0,406.78,RU,True,,stop,0.00484,818,30,0,9.01,"{""country"": ""RU"", ""latitude"": 58.5, ""longitude"": 38.0}"
google/gemini-3.5-flash,no-CoT (effort=minimal),56.8542,35.9125,420.719,RU,True,,stop,0.0021525,1225,35,0,7.66,"```json
{""country"": ""RU"", ""latitude"": 56.8542, ""longitude"": 35.9125}
```"
anthropic/claude-opus-4.8,CoT,57.8,35.9,458.874,RU,True,,stop,0.00747,949,109,0,9.7,"{""reasoning"": ""Snowy birch/spruce boreal forest, wet winter road, right-hand traffic, Chevrolet Aveo common in Eastern Europe/Russia suggests Baltic or western Russia winter landscape."", ""country"": ""RU"", ""latitude"": 57.8, ""longitude"": 35.9}"
google/gemma-4-31b-it,no-CoT,61.215,48.467,701.62,RU,True,,stop,6.268e-05,404,34,0,19.71,"```json
{""country"": ""RU"", ""latitude"": 61.215, ""longitude"": 48.467}
```"
google/gemini-3.1-pro-preview,CoT,59.5,32.0,747.394,RU,True,,stop,0.00595,1307,278,208,20.56,"{
  ""reasoning"": ""The snowy boreal forest, right-hand driving, and double solid center lines strongly suggest Russia. The vehicle and general road infrastructure are consistent with western Russia."",
  ""country"": ""RU"",
  ""latitude"": 59.5,
  ""longitude"": 32.0
}"
minimax/minimax-m3,CoT,59.45,31.05,792.216,RU,True,,stop,0.00102666,995,658,575,13.61,"{""reasoning"": ""Right-hand traffic, dense taiga forest (birch and spruce) with snow, typical Russian-style metal guardrails, and a Hyundai Getz/Accent (common in Russia) all point to a regional highway in northwestern Russia, likely in Leningrad Oblast."", ""country"": ""RU"", ""latitude"": 59.45, ""longitude"": 31.05}"
moonshotai/kimi-k2.6,CoT,59.5,30.5,822.596,RU,True,,stop,0.012476196,834,3572,3511,256.93,"{""reasoning"": ""Snow-covered birch taiga and reddish-brown road shoulders with right-hand traffic indicate rural European Russia in winter; the approaching sedan resembles a Chevrolet Lacetti ubiquitous there."", ""country"": ""RU"", ""latitude"": 59.5, ""longitude"": 30.5}"
moonshotai/kimi-k2.6,no-CoT,59.9343,30.3351,852.47,RU,True,,stop,0.000333,755,25,0,1.85,"{""country"": ""RU"", ""latitude"": 59.9343, ""longitude"": 30.3351}"
google/gemini-3.5-flash,CoT (effort=low),60.15,30.3,865.619,RU,True,,stop,0.004365,1308,267,202,2.96,"{""reasoning"": ""The snowy mixed birch and coniferous forest, combined with the Chevrolet Aveo (highly popular in Russia) and the style of the metal guardrails, strongly points to northwestern Russia."", ""country"": ""RU"", ""latitude"": 60.15, ""longitude"": 30.3}"
google/gemini-3.5-flash,CoT (effort=high),61.7,30.7,944.83,RU,True,,stop,0.0147315,1307,1419,1353,18.25,"{""reasoning"": ""The dense mixed forest of birch and conifers, the Chevrolet Aveo (highly popular in Russia), and the wet, snowy road conditions are characteristic of northwestern Russia, such as Karelia."", ""country"": ""RU"", ""latitude"": 61.7, ""longitude"": 30.7}"
