source,setup,lat,lon,error_km,pred_country,ok,fallback_00,finish,cost_usd,prompt_tokens,completion_tokens,reasoning_tokens,latency_s,raw_text
GROUND_TRUTH,,-13.652509859682,-75.40418507962,0.0,PE,True,,,,,,,,"Quito-Arma, Huaytara, Huancavelica, PE"
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=1.5,-16.718698501586914,-68.02896881103516,861.624,,True,,plonk,0.0,0,0,0,0.0,
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=2.0,-16.71804428100586,-68.02462768554688,862.024,,True,,plonk,0.0,0,0,0,0.0,
nicolas-dufour/PLONK_OSV_5M,PLONK cfg=0.0,-16.707307815551758,-68.010009765625,863.014,,True,,plonk,0.0,0,0,0,0.0,
qwen/qwen3.5-9b,no-CoT,-22.9506,-68.9962,1234.994,AR,True,,stop,0.0001072,585,31,0,2.81,"{""country"": ""AR"", ""latitude"": -22.9506, ""longitude"": -68.9962}"
x-ai/grok-4.3,no-CoT,-22.9085,-68.2073,1278.652,CL,True,,stop,0.0007384,704,24,0,1.87,"{""country"": ""CL"", ""latitude"": -22.9085, ""longitude"": -68.2073}"
xiaomi/mimo-v2.5,CoT,-22.9039,-68.1986,1278.791,CL,True,,stop,0.001165885,677,3910,3910,331.5,"{""reasoning"": ""The image features a high-altitude arid landscape with a light-colored gravel dirt track, low-lying yellowish-brown scrub vegetation, and rounded, eroded, brownish/rocky hills under a deep blue sky, a combination most characteristic of the Altiplano or Atacama Desert regions in the Andes (Chile/Argentina) where such terrain and road conditions are common."", ""country"": ""CL"", ""latitude"": -22.9039, ""longitude"": -68.1986}"
qwen/qwen3.6-35b-a3b,CoT,-23.15,-68.35,1291.311,CL,True,,stop,0.00405875,665,3959,3649,110.03,"```json
{
  ""reasoning"": ""The image displays a classic high-altitude desert landscape with reddish rocky hills and sparse scrub vegetation, highly characteristic of the Atacama Desert in Northern Chile. The unpaved gravel road (ripio) and the specific type of dry, low-lying vegetation point strongly to this region."",
  ""country"": ""CL"",
  ""latitude"": -23.15,
  ""longitude"": -68.35
}
```"
qwen/qwen3.5-35b-a3b,no-CoT,-24.5389,-69.2147,1373.514,CL,True,,stop,0.00019644,586,31,0,2.72,"{""country"": ""CL"", ""latitude"": -24.5389, ""longitude"": -69.2147}"
minimax/minimax-m3,no-CoT,-37.5,-70.0,2705.211,AR,True,,stop,0.00026808,904,23,0,8.11,"{""country"": ""AR"", ""latitude"": -37.5, ""longitude"": -70.0}"
