source,setup,lat,lon,error_km,pred_country,ok,fallback_00,finish,cost_usd,prompt_tokens,completion_tokens,reasoning_tokens,latency_s,raw_text
GROUND_TRUTH,,-28.230993917326,28.901911861464,0.0,ZA,True,,,,,,,,"Harrismith, Thabo Mofutsanyana District Municipality, Orange Free State, ZA"
anthropic/claude-opus-4.8,CoT,-27.5,28.5,90.376,ZA,True,,stop,0.006845,949,84,0,2.86,"{""reasoning"": ""Dry grassland farmland with gravel road and powerlines, Mercedes hood emblem; resembles South African highveld agricultural region."", ""country"": ""ZA"", ""latitude"": -27.5, ""longitude"": 28.5}"
google/gemini-3.1-pro-preview,no-CoT,-27.1234,28.5678,127.477,ZA,True,,stop,0.002872,1226,35,0,2.03,"```json
{""country"": ""ZA"", ""latitude"": -27.1234, ""longitude"": 28.5678}
```"
google/gemini-3.5-flash,no-CoT (effort=minimal),-27.1234,29.3456,130.679,ZA,True,,stop,0.002154,1226,35,0,1.53,"```json
{""country"": ""ZA"", ""latitude"": -27.1234, ""longitude"": 29.3456}
```"
anthropic/claude-opus-4.8,no-CoT,-27.5,27.8,135.424,ZA,True,,stop,0.004865,818,31,0,3.66,"{""country"": ""ZA"", ""latitude"": -27.5, ""longitude"": 27.8}"
google/gemini-3.5-flash,CoT (effort=high),-27.9833,27.4167,148.252,ZA,True,,stop,0.0098985,1307,882,802,11.11,"```json
{""reasoning"": ""The flat, dry grassland (Highveld) and the distinctive railway electrification masts running parallel to the dirt road are highly characteristic of rural South Africa, particularly the Free State province during the dry winter months."", ""country"": ""ZA"", ""latitude"": -27.9833, ""longitude"": 27.4167}
```"
google/gemini-3.5-flash,CoT (effort=medium),-27.8521,27.4153,151.858,ZA,True,,stop,0.0074235,1307,607,527,6.1,"{""reasoning"": ""The dry, yellowish-brown Highveld grass, flat terrain, and electrified railway line running parallel to the dirt road are highly characteristic of the Free State province in South Africa, captured by a white Mercedes-Benz camera car."", ""country"": ""ZA"", ""latitude"": -27.8521, ""longitude"": 27.4153}"
google/gemini-3.1-pro-preview,CoT,-27.5521,27.4819,158.663,ZA,True,,stop,0.00636,1308,312,225,11.18,"{
  ""reasoning"": ""The dry winter grass, flat landscape, and specific railway electrification masts strongly suggest the Highveld region of South Africa. The visible Mercedes hood ornament is a known feature of certain Google Street View coverage in this area."",
  ""country"": ""ZA"",
  ""latitude"": -27.5521,
  ""longitude"": 27.4819
}"
nicolas-dufour/PLONK_YFCC,PLONK cfg=1.5,-28.316165924072266,27.252864837646484,161.766,,True,,plonk,0.0,0,0,0,0.0,
openai/gpt-5.5,CoT,-28.1056,27.2479,162.733,ZA,True,,stop,0.013585,755,327,252,15.38,"{""reasoning"":""The dry highveld grassland, gravel farm road, and utility/rail-style poles strongly suggest rural South Africa, especially the Free State interior. The visible Mercedes hood ornament is also a common clue from South African Street View coverage."",""country"":""ZA"",""latitude"":-28.1056,""longitude"":27.2479}"
