pair_idx,reward_a,reward_b,frame,reward_a_uncoh,reward_b_uncoh,aesthetic_score,image_reward,pick_score,hpsv2_score,clip_score,openai_clip_score
1,CLIP Score,Aesthetic Score,0,0.0,1.0,6.287532567977905,-0.16049619193654507,0.190914798527956,0.2281494140625,0.2174999974668026,0.29765908420085907
1,CLIP Score,Aesthetic Score,1,0.03225806451612903,0.967741935483871,6.119934558868408,-0.2549776937812567,0.18761054053902626,0.2197265625,0.20906249061226845,0.28909218311309814
1,CLIP Score,Aesthetic Score,2,0.06451612903225806,0.935483870967742,6.369286417961121,-0.28235994651913643,0.19196360185742378,0.217498779296875,0.21124999597668648,0.29059647768735886
1,CLIP Score,Aesthetic Score,3,0.0967741935483871,0.9032258064516129,6.262004375457764,-0.6131383813917637,0.18758384138345718,0.2098388671875,0.20374999567866325,0.2633585184812546
1,CLIP Score,Aesthetic Score,4,0.12903225806451613,0.8709677419354839,6.3465577363967896,-0.7777106761932373,0.18845589831471443,0.205810546875,0.203125,0.2741754949092865
1,CLIP Score,Aesthetic Score,5,0.16129032258064516,0.8387096774193549,6.648251175880432,-0.5907147787511349,0.19302216172218323,0.217193603515625,0.21156249567866325,0.2887486442923546
1,CLIP Score,Aesthetic Score,6,0.1935483870967742,0.8064516129032258,6.87467622756958,-0.5284046288579702,0.19697290286421776,0.229034423828125,0.21187499538064003,0.3109656795859337
1,CLIP Score,Aesthetic Score,7,0.22580645161290322,0.7741935483870968,6.983777761459351,-0.35631089517846704,0.20125284418463707,0.24835205078125,0.2265624962747097,0.3108702674508095
1,CLIP Score,Aesthetic Score,8,0.25806451612903225,0.7419354838709677,7.124003529548645,-0.5610370486974716,0.2007896825671196,0.241302490234375,0.2212499976158142,0.29066724330186844
1,CLIP Score,Aesthetic Score,9,0.2903225806451613,0.7096774193548387,6.824815392494202,-1.2091488689184189,0.19279852882027626,0.215057373046875,0.2006249949336052,0.25618723034858704
1,CLIP Score,Aesthetic Score,10,0.3225806451612903,0.6774193548387097,6.741878628730774,-1.3093240708112717,0.19270265102386475,0.214202880859375,0.18906249478459358,0.24542571604251862
1,CLIP Score,Aesthetic Score,11,0.3548387096774194,0.6451612903225806,6.728157043457031,-1.2245444357395172,0.18750691041350365,0.21221923828125,0.17906249687075615,0.23483537137508392
1,CLIP Score,Aesthetic Score,12,0.3870967741935484,0.6129032258064516,6.732676029205322,-1.1087036728858948,0.18729206174612045,0.21514892578125,0.18312499299645424,0.23943407833576202
1,CLIP Score,Aesthetic Score,13,0.41935483870967744,0.5806451612903225,6.8304219245910645,-1.084878072142601,0.18839116394519806,0.223968505859375,0.18781249970197678,0.25584661215543747
1,CLIP Score,Aesthetic Score,14,0.45161290322580644,0.5483870967741935,6.790461421012878,-0.9299523085355759,0.1911165677011013,0.233001708984375,0.19093749299645424,0.26402026787400246
1,CLIP Score,Aesthetic Score,15,0.4838709677419355,0.5161290322580645,6.766604661941528,-0.9137076884508133,0.19150882586836815,0.233551025390625,0.1981249935925007,0.2677154764533043
1,CLIP Score,Aesthetic Score,16,0.5161290322580645,0.4838709677419355,6.805232644081116,-0.8341433256864548,0.19176192954182625,0.2333984375,0.20031249150633812,0.26830779761075974
1,CLIP Score,Aesthetic Score,17,0.5483870967741935,0.4516129032258065,6.844446778297424,-0.8166151195764542,0.19290658831596375,0.238189697265625,0.20249999687075615,0.27579426392912865
1,CLIP Score,Aesthetic Score,18,0.5806451612903226,0.4193548387096774,6.794149875640869,-0.7705590948462486,0.19166316464543343,0.24078369140625,0.19718749448657036,0.2652300000190735
1,CLIP Score,Aesthetic Score,19,0.6129032258064516,0.3870967741935484,6.8355792760849,-0.7638556100428104,0.19143778830766678,0.2415771484375,0.20499999448657036,0.26959284022450447
1,CLIP Score,Aesthetic Score,20,0.6451612903225806,0.3548387096774194,6.861287474632263,-0.5524034574627876,0.19188105314970016,0.2431640625,0.20656249672174454,0.2744094133377075
1,CLIP Score,Aesthetic Score,21,0.6774193548387096,0.32258064516129037,6.885565757751465,-0.48905788362026215,0.19267339631915092,0.243011474609375,0.20468749478459358,0.2693103738129139
1,CLIP Score,Aesthetic Score,22,0.7096774193548387,0.29032258064516125,6.820980072021484,-0.6292673610150814,0.1892896331846714,0.24005126953125,0.19343749433755875,0.24872194603085518
1,CLIP Score,Aesthetic Score,23,0.7419354838709677,0.25806451612903225,6.853822112083435,-0.5290796384215355,0.18884844332933426,0.23907470703125,0.1928124949336052,0.24767325073480606
1,CLIP Score,Aesthetic Score,24,0.7741935483870968,0.22580645161290325,6.885698080062866,-0.42231522500514984,0.187574565410614,0.238311767578125,0.1928124912083149,0.25244954228401184
